api_key,namespace,field,group,dataset_lane,direction_mode,monthly_sharpe,cagr,max_drawdown,coverage,avg_rank_std,trade_count,benchmark_beta,duplicate_metric_signature_of,decision,strength_bucket
financial_statement:財務成本,financial_statement,財務成本,fundamentals,fundamental_factor_diversity,high,1.919450434494452,0.4499744219426136,-0.14908222061398868,0.9347716447184086,0.2887889599385823,400.0,1.4911928505306637,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營業費用,financial_statement,營業費用,fundamentals,fundamental_factor_diversity,high,1.9121527812762096,0.44280343298657154,-0.085244827606064,0.9364327742865148,0.2888031563852366,402.0,1.5099591557370673,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營業毛利,financial_statement,營業毛利,fundamentals,fundamental_factor_diversity,high,1.8932542998309072,0.4522389516344878,-0.0681530908041984,0.9364327742865148,0.28880315631230496,401.0,1.4230665629343053,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:研究發展費,financial_statement,研究發展費,fundamentals,fundamental_factor_diversity,high,1.8875440231205975,0.6212965835511346,-0.10006986248427974,0.9339410799343554,0.28683450332172167,400.0,2.066732917782988,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:繼續營業單位損益,financial_statement,繼續營業單位損益,fundamentals,fundamental_factor_diversity,high,1.849302078702925,0.4711358100708778,-0.07428056062840815,0.9364327742865148,0.28880315645046606,401.0,1.5935486337972948,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:現金及約當現金,financial_statement,現金及約當現金,fundamentals,fundamental_factor_diversity,high,1.8460564628397778,0.45120108924726665,-0.09220602615032614,0.9364327742865148,0.28880315685507896,401.0,1.505595754672629,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:本期稅前淨利_淨損,financial_statement,本期稅前淨利_淨損,fundamentals,fundamental_factor_diversity,high,1.8452229641114242,0.5050955897135225,-0.06900618485652621,0.9364327742865148,0.2888031563716889,402.0,1.6238595305832964,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:存貨,financial_statement,存貨,fundamentals,fundamental_factor_diversity,high,1.8323033325679268,0.44958335303642794,-0.12151777577070733,0.8870341832446064,0.28880990928506667,400.0,1.6218332997320535,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:期末現金及約當現金餘額,financial_statement,期末現金及約當現金餘額,fundamentals,fundamental_factor_diversity,high,1.8243789628718947,0.33616954723761716,-0.07594039088014248,0.9364327742865148,0.2888031568344883,401.0,1.4898003742448402,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:本期綜合損益總額,financial_statement,本期綜合損益總額,fundamentals,fundamental_factor_diversity,high,1.8114979591594815,0.34546337715827113,-0.07670002073906534,0.9356022095024616,0.2888032702011807,403.0,1.3432140225899047,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:綜合損益歸屬母公司,financial_statement,綜合損益歸屬母公司,fundamentals,fundamental_factor_diversity,high,1.7982423858903214,0.3538047255298187,-0.08978067941564671,0.9364327742865148,0.28880315654755484,403.0,1.3381602261354133,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:期初現金及約當現金餘額,financial_statement,期初現金及約當現金餘額,fundamentals,fundamental_factor_diversity,high,1.7832815860095144,0.2834019776035872,-0.07602187744574984,0.9364327742865148,0.2888028809231973,400.0,1.5512239480373473,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:管理費用,financial_statement,管理費用,fundamentals,fundamental_factor_diversity,high,1.7817344935047414,0.33236068750828696,-0.10802100279118376,0.893540607613177,0.2888093055003363,400.0,1.2735922139426084,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:歸屬母公司淨利_損,financial_statement,歸屬母公司淨利_損,fundamentals,fundamental_factor_diversity,high,1.7771338565356072,0.46423619983618036,-0.08118425635699711,0.9364327742865148,0.28880315644813487,401.0,1.4956741491344816,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:合約負債_流動,financial_statement,合約負債_流動,fundamentals,fundamental_factor_diversity,high,1.772945912791105,0.3548911677989983,-0.09605117243929762,0.7218728735540167,0.2888074887317344,400.0,1.4466518732365137,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:其他應付款,financial_statement,其他應付款,fundamentals,fundamental_factor_diversity,high,1.7719794140553995,0.4819980174288345,-0.09802012873072041,0.9356022095024616,0.28878717507018825,400.0,1.3856886250674625,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:當期所得稅資產_流動,financial_statement,當期所得稅資產_流動,fundamentals,fundamental_factor_diversity,high,1.768004332072324,0.3547959171459887,-0.0903268811920186,0.630291598286835,0.2869901065750653,400.0,1.3060866058587275,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:退還_支付_之所得稅,financial_statement,退還_支付_之所得稅,fundamentals,fundamental_factor_diversity,low,1.7597089377970472,0.4151211260099952,-0.06888926827183206,0.931967738061882,0.2887917330122292,402.0,1.6279468822056986,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:合併總損益,financial_statement,合併總損益,fundamentals,fundamental_factor_diversity,high,1.7524595133205123,0.47790119799478403,-0.07341386157490914,0.9356022095024616,0.28880327012897106,401.0,1.509346814678854,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營運產生之現金流入_流出,financial_statement,營運產生之現金流入_流出,fundamentals,fundamental_factor_diversity,high,1.751087621094918,0.48306426031393235,-0.08861513195294657,0.9364327742865148,0.2888031566787699,402.0,0.995068827620448,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:籌資活動之淨現金流入_流出,financial_statement,籌資活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,low,1.741584500215598,0.554458555866465,-0.07052909705968313,0.9364327742865148,0.2888031217113347,400.0,1.2260270363341348,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:存貨_增加_減少,financial_statement,存貨_增加_減少,fundamentals,fundamental_factor_diversity,high,1.7198040299760693,0.43344773942236836,-0.13414646476781644,0.8832426049713805,0.2888103694070404,400.0,2.0783833966453917,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營業利益,financial_statement,營業利益,fundamentals,fundamental_factor_diversity,high,1.7056696813968741,0.4626030399160628,-0.08361743117279596,0.9356022095024616,0.2888032700884463,402.0,1.517902119870684,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:取得無形資產,financial_statement,取得無形資產,fundamentals,fundamental_factor_diversity,low,1.6870063897351786,0.37246395777227903,-0.14383803867363076,0.8151693151342914,0.28699257047379173,400.0,2.0327791630973646,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:償還長期借款,financial_statement,償還長期借款,fundamentals,fundamental_factor_diversity,low,1.6834842319555585,0.2827267053918867,-0.14542171938815496,0.7480706880678861,0.28561375355790986,400.0,0.6975946873545584,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:本期現金及約當現金增加_減少_數,financial_statement,本期現金及約當現金增加_減少_數,fundamentals,fundamental_factor_diversity,high,1.6736032628761157,0.38404844480674716,-0.07840115455203256,0.9364327742865148,0.2888031567544999,403.0,1.2984632756142815,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:母公司股東權益合計,financial_statement,母公司股東權益合計,fundamentals,fundamental_factor_diversity,high,1.668135514457628,0.3192021954032438,-0.0717774079832878,0.9364327742865148,0.2888031569185784,400.0,1.2408502637326022,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:負債及股東權益總額,financial_statement,負債及股東權益總額,fundamentals,fundamental_factor_diversity,high,1.6619538581880453,0.25160431215582335,-0.07241441779753266,0.9364327742865148,0.28880315695367553,400.0,1.513568767894627,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:EBITDA,fundamental_features,EBITDA,fundamentals,fundamental_factor_diversity,high,1.6459020734653853,0.4985845362254546,-0.06863151069109741,0.9364327742865148,0.28880315674216095,400.0,1.280852535637118,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:應付帳款及票據,financial_statement,應付帳款及票據,fundamentals,fundamental_factor_diversity,high,1.637959399067259,0.48723055026986883,-0.13405013083887096,0.9364327742865148,0.2887877944625118,400.0,1.669603397296462,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:股東權益總額,financial_statement,股東權益總額,fundamentals,fundamental_factor_diversity,high,1.635874884041263,0.3084878473248043,-0.07796648390824845,0.9364327742865148,0.2888031569536756,400.0,1.2546956356478216,,keep_as_transform_candidate_not_raw_selector,very_strong
fundamental_features:自由現金流量,fundamental_features,自由現金流量,fundamentals,fundamental_factor_diversity,high,1.635016405388505,0.3963050094537064,-0.07408700649699052,0.9364327742865148,0.28880315644187465,403.0,0.7345579060010323,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營業收入淨額,financial_statement,營業收入淨額,fundamentals,fundamental_factor_diversity,high,1.6208340890982769,0.40752770288444284,-0.15612697066044678,0.935496137373414,0.2888032844081504,400.0,1.4771649933288595,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:攤銷費用,financial_statement,攤銷費用,fundamentals,fundamental_factor_diversity,high,1.6200957384712291,0.3428206618596292,-0.10359266394245858,0.9050144097986631,0.2887905034512781,400.0,1.1789020024862338,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:歸屬非控制權益淨利_損,financial_statement,歸屬非控制權益淨利_損,fundamentals,fundamental_factor_diversity,high,1.6036256433871467,0.3019339053243304,-0.1340552153401361,0.9314493855821959,0.278130525918615,401.0,1.174830394951998,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:當期所得稅負債,financial_statement,當期所得稅負債,fundamentals,fundamental_factor_diversity,high,1.60176098467126,0.4464049647807269,-0.08428157045899065,0.8891476203818597,0.288562209025452,401.0,1.6862764263697976,,keep_as_transform_candidate_not_raw_selector,very_strong
institutional_investors_trading_summary:投信賣出股數,institutional_investors_trading_summary,投信賣出股數,chips / institutional flow,chip_diversity,high,1.6008129347076119,0.41963919592474475,-0.17259597685428874,0.9168014249689789,0.1935743745601439,407.0,2.198712961201529,,keep_as_chip_candidate,very_strong
financial_statement:商譽及無形資產合計,financial_statement,商譽及無形資產合計,fundamentals,fundamental_factor_diversity,high,1.5831808394979308,0.3669579638106173,-0.08073130632571801,0.9364327742865148,0.2881977282330131,400.0,1.2049102982399664,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:保留盈餘,financial_statement,保留盈餘,fundamentals,fundamental_factor_diversity,high,1.5804426424127214,0.39789304993706076,-0.09831129844271913,0.9364327742865148,0.2888031559242341,400.0,1.3125929251987205,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:營業成本,financial_statement,營業成本,fundamentals,fundamental_factor_diversity,high,1.5761342059965575,0.4211516505009092,-0.1779771908239255,0.9271904895328824,0.2888044319386749,400.0,1.6025791258751108,,keep_as_transform_candidate_not_raw_selector,very_strong
margin_transactions:融券限額,margin_transactions,融券限額,chips / institutional flow,chip_diversity,high,1.5671609710865124,0.22300436897653086,-0.08924026034164023,0.9086578873634071,0.28869229001815133,400.0,1.4213430418384623,,keep_as_chip_candidate,strong
financial_statement:股本,financial_statement,股本,fundamentals,fundamental_factor_diversity,high,1.5660123738158824,0.2090054749483239,-0.08106330559088115,0.9364327742865148,0.2888031295755724,400.0,1.3904447968095932,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:每股盈餘,financial_statement,每股盈餘,fundamentals,fundamental_factor_diversity,high,1.5543506574077304,0.4621460406433635,-0.11532670416638635,0.9364327742865148,0.28880024097480544,400.0,2.649661656733416,,keep_as_transform_candidate_not_raw_selector,very_strong
fundamental_features:每股營業額,fundamental_features,每股營業額,fundamentals,fundamental_factor_diversity,high,1.5335306215745188,0.34014650568093496,-0.09551104155677148,0.935496137373414,0.2888032845460385,400.0,1.7493744229865773,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:收益費損項目合計,financial_statement,收益費損項目合計,fundamentals,fundamental_factor_diversity,high,1.529351387729414,0.3312536011607745,-0.1420898159636309,0.9356022095024616,0.28880326930648875,404.0,1.3846517265639169,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:流動資產,financial_statement,流動資產,fundamentals,fundamental_factor_diversity,high,1.5195939326799213,0.3657615065506852,-0.13468879043565785,0.9065324420606012,0.28880738065587724,400.0,1.3505492455059682,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:與營業活動相關之負債之淨變動合計,financial_statement,與營業活動相關之負債之淨變動合計,fundamentals,fundamental_factor_diversity,low,1.5189689009210514,0.3227161933484428,-0.10106043988518643,0.9364327742865148,0.2888031562442241,404.0,1.521909199290233,,keep_as_transform_candidate_not_raw_selector,very_strong
fundamental_features:每股現金流量,fundamental_features,每股現金流量,fundamentals,fundamental_factor_diversity,high,1.5176302979157361,0.44295208506842254,-0.09621759223421056,0.9364327742865148,0.28880315695367553,400.0,1.9501217943756992,,keep_as_transform_candidate_not_raw_selector,very_strong
financial_statement:遞延所得稅資產,financial_statement,遞延所得稅資產,fundamentals,fundamental_factor_diversity,high,1.5128091280664875,0.29112598575651294,-0.10655527764770456,0.9007975423287836,0.28879498747260945,401.0,1.8985520661360542,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:利息費用,financial_statement,利息費用,fundamentals,fundamental_factor_diversity,high,1.5059640651804413,0.20830314760941282,-0.06243366817031426,0.9341532241924508,0.2888032601233021,400.0,1.223450714134018,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:處分及報廢不動產_廠房及設備損失_利益,financial_statement,處分及報廢不動產_廠房及設備損失_利益,fundamentals,fundamental_factor_diversity,high,1.4984976991740881,0.4113430204728665,-0.1497386553977651,0.9171766801424969,0.2862753826640987,401.0,1.119108775481742,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:資本公積合計,financial_statement,資本公積合計,fundamentals,fundamental_factor_diversity,high,1.493635168835178,0.34494787582068764,-0.1083654411358721,0.9338079894328143,0.2887993442184567,400.0,1.8566219654322893,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:普通股股本,financial_statement,普通股股本,fundamentals,fundamental_factor_diversity,high,1.4931969975523733,0.21037734133011465,-0.08924026034164034,0.9364327742865148,0.2888031311352052,400.0,1.3859575641224104,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:每股營業利益,fundamental_features,每股營業利益,fundamentals,fundamental_factor_diversity,high,1.4927670593442113,0.4158500293873033,-0.12295245857269133,0.9356022095024616,0.28880327063352124,400.0,1.8189763667241816,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:綜合損益歸屬非控制權益,financial_statement,綜合損益歸屬非控制權益,fundamentals,fundamental_factor_diversity,high,1.4913213502922282,0.2769599655190276,-0.1197678985681132,0.9314493855821959,0.2782786391984481,401.0,1.097770008523061,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:按攤銷後成本衡量之金融資產_流動,financial_statement,按攤銷後成本衡量之金融資產_流動,fundamentals,fundamental_factor_diversity,high,1.4878540981320278,0.2192392755246202,-0.08331326670425432,0.6927961013489172,0.2872814237028496,400.0,1.5381232972929701,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:透過損益按公允價值衡量金融資產及負債之淨損失_利益,financial_statement,透過損益按公允價值衡量金融資產及負債之淨損失_利益,fundamentals,fundamental_factor_diversity,low,1.4800083563485813,0.2788316926239869,-0.08537566684167686,0.8065664651963335,0.2870723407675834,402.0,1.4101763495986253,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:取得不動產_廠房及設備,financial_statement,取得不動產_廠房及設備,fundamentals,fundamental_factor_diversity,low,1.4726945628804158,0.40492939529086347,-0.1260001263217828,0.934629548092703,0.28879731498010947,400.0,1.4948141970622764,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:所得稅費用,financial_statement,所得稅費用,fundamentals,fundamental_factor_diversity,high,1.472007062820788,0.4839879097394544,-0.08837881055412777,0.9364327742865148,0.2887921185605122,404.0,1.2037261989184789,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:營業外收入及支出,financial_statement,營業外收入及支出,fundamentals,fundamental_factor_diversity,high,1.4694787801947706,0.37661063391921545,-0.15418755437260345,0.9073630068446543,0.2888072568803058,400.0,1.6182377198091948,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:未分配盈餘,financial_statement,未分配盈餘,fundamentals,fundamental_factor_diversity,high,1.437053302810364,0.406064233391505,-0.07121560553835904,0.8952137453468358,0.28880905193784273,402.0,1.0922571747889829,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:ROA綜合損益,fundamental_features,ROA綜合損益,fundamentals,fundamental_factor_diversity,high,1.4262514320480115,0.37329366087581706,-0.1395329426015145,0.9356022095024616,0.28880327063352124,400.0,1.722396922729264,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:舉借長期借款,financial_statement,舉借長期借款,fundamentals,fundamental_factor_diversity,high,1.423725007889242,0.29669414583179154,-0.12737551347953968,0.7294940559580515,0.27290464631615896,400.0,0.8673653145344427,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:其他流動資產,financial_statement,其他流動資產,fundamentals,fundamental_factor_diversity,high,1.41195223962707,0.2083162070084812,-0.10280774371732215,0.890741704358964,0.28877333657078763,400.0,1.3279253436603724,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:每股稅前淨利,fundamental_features,每股稅前淨利,fundamentals,fundamental_factor_diversity,high,1.4004284571920134,0.41315895450354967,-0.1272889468688021,0.9364327742865148,0.2888031569536756,400.0,2.133143784230641,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:每股綜合損益,fundamental_features,每股綜合損益,fundamentals,fundamental_factor_diversity,high,1.3918951498984686,0.38761800608779806,-0.12925379367564638,0.9356022095024616,0.2888032706335213,400.0,2.026566984587898,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:每股稅後淨利,fundamental_features,每股稅後淨利,fundamentals,fundamental_factor_diversity,high,1.3845698183864072,0.40860573862387484,-0.11674979841497535,0.9356022095024616,0.28880327063352124,400.0,2.2776778039739822,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:不動產廠房及設備,financial_statement,不動產廠房及設備,fundamentals,fundamental_factor_diversity,high,1.382949789168518,0.281458046021539,-0.11195601024410873,0.9363617259736621,0.288803166264703,400.0,1.3665513123758384,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:與營業活動相關之資產之淨變動合計,financial_statement,與營業活動相關之資產之淨變動合計,fundamentals,fundamental_factor_diversity,low,1.3577480372962334,0.22868901773560535,-0.10176685517830297,0.9364327742865148,0.2888031565932724,403.0,2.0847015524030383,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:營運資金,fundamental_features,營運資金,fundamentals,fundamental_factor_diversity,high,1.352093184540428,0.3025860626439232,-0.11078807882024555,0.9065324420606012,0.2888073805347957,400.0,1.6080720049614805,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:營業活動之淨現金流入_流出,financial_statement,營業活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,high,1.3494423615610303,0.35547513210916093,-0.09697459445635848,0.9364327742865148,0.2888031568312148,403.0,1.233991215740954,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:短期借款,financial_statement,短期借款,fundamentals,fundamental_factor_diversity,high,1.342074781554052,0.27435076331363706,-0.14531278493501942,0.8700136092542929,0.2880747165009742,400.0,1.2674154596476326,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:推銷費用,financial_statement,推銷費用,fundamentals,fundamental_factor_diversity,high,1.3163489360065794,0.260927329788454,-0.09755162213191493,0.8637353400312212,0.2888138902640121,400.0,1.2931478252392101,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:股利收入,financial_statement,股利收入,fundamentals,fundamental_factor_diversity,low,1.3138832766498756,0.29191039982611544,-0.08825263942761719,0.6361045510947444,0.27205136123118384,402.0,1.3327040115680424,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:折舊費用,financial_statement,折舊費用,fundamentals,fundamental_factor_diversity,high,1.309520907740614,0.320567397151138,-0.10167546280103501,0.9362906776608093,0.2888031751560344,400.0,1.4109361755407828,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:推銷費用率,fundamental_features,推銷費用率,fundamentals,fundamental_factor_diversity,low,1.3092873161019989,0.299891331999965,-0.16311900094522513,0.8637053196173398,0.288813901858142,400.0,2.9350695096907953,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:總資產週轉次數,fundamental_features,總資產週轉次數,fundamentals,fundamental_factor_diversity,high,1.295666032994847,0.2821597004654355,-0.14757619306946268,0.935496137373414,0.2888032845460385,400.0,1.3599573480798386,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:非流動資產,financial_statement,非流動資產,fundamentals,fundamental_factor_diversity,high,1.294834765261302,0.2230706281229926,-0.13572812529115286,0.9065324420606012,0.288807380731452,400.0,1.4910685649557478,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:投資活動之淨現金流入_流出,financial_statement,投資活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,low,1.2825887961718223,0.3785311506308997,-0.10856571220966593,0.9364327742865148,0.2888031489110219,402.0,1.3113995387305948,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:流動負債,financial_statement,流動負債,fundamentals,fundamental_factor_diversity,high,1.2772418157370842,0.2654991199757004,-0.17049080554196827,0.9065324420606012,0.288807380731452,400.0,1.481864697724003,,keep_as_transform_candidate_not_raw_selector,strong
fundamental_features:ROE綜合損益,fundamental_features,ROE綜合損益,fundamentals,fundamental_factor_diversity,high,1.2564790234214407,0.2893125683114719,-0.17878746228000741,0.9347716447184086,0.2888033845154838,400.0,2.4062901727997144,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:收取之股利,financial_statement,收取之股利,fundamentals,fundamental_factor_diversity,high,1.254827244119715,0.25180611341050674,-0.1509449665387702,0.6765410479125805,0.273462859165273,402.0,1.3872829789538308,,keep_as_transform_candidate_not_raw_selector,strong
security_lending:借券餘額,security_lending,借券餘額,chips / institutional flow,chip_diversity,high,1.247217114310734,0.317891431230386,-0.12157815467216815,0.9060311011487812,0.2885524945292834,402.0,1.6393165218944155,,keep_as_chip_candidate,strong
security_lending:前日借券餘額,security_lending,前日借券餘額,chips / institutional flow,chip_diversity,high,1.2136388198317818,0.311070335223258,-0.13876853301486303,0.9060311011487812,0.2888069471251179,402.0,1.7358306791577216,,keep_as_chip_candidate,strong
financial_statement:存入保證金增加,financial_statement,存入保證金增加,fundamentals,fundamental_factor_diversity,low,1.2132135297470152,0.25095527299709763,-0.14920284313693877,0.6539947164071569,0.27952440574082144,400.0,1.290378776420118,,keep_as_transform_candidate_not_raw_selector,strong
financial_statement:其他收益及費損淨額,financial_statement,其他收益及費損淨額,fundamentals,fundamental_factor_diversity,low,1.2109101873182013,0.20681079368917343,-0.1610134667540276,0.9223131729576112,0.12573857120500648,400.0,1.8242296565729803,,keep_as_transform_candidate_not_raw_selector,strong
